Prospect ID,Lead Origin,Lead Source,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Lead Quality,Lead Origin encoded,Lead Source encoded,Last Activity encoded,Lead Quality encoded,conversion_probability,total_score,priority,rank
b3db7da4-07a8-4180-95da-6a33acdfc208,Lead Add Form,Reference,1,0.0,1796,0.0,Unknown,High in Relevance,2,10,13,0,0.9994210428516137,99.9,Hot,12
ed172d36-e8ca-44db-9b0a-cc878844ffe2,Lead Add Form,Reference,1,2.0,1723,1.0,SMS Sent,High in Relevance,2,10,12,0,0.9990863775351605,99.9,Hot,13
d935a637-1b8a-4030-a025-8c3c498d63d3,Lead Add Form,Reference,1,0.0,1445,0.0,Unknown,High in Relevance,2,10,13,0,0.9989003901929588,99.9,Hot,14
20bae5db-2d10-4d69-90d0-65a389adb418,Lead Add Form,Reference,1,0.0,1650,0.0,Unreachable,High in Relevance,2,10,14,0,0.9993415237463662,99.9,Hot,15
82a2328f-d0c8-4c20-8a58-8a05f616d6c0,Lead Add Form,Reference,1,6.0,1812,2.0,Page Visited on Website,High in Relevance,2,10,10,0,0.9987901355408387,99.9,Hot,16
5fe8958c-06aa-4638-8955-564907a3f8cb,Lead Add Form,Reference,1,0.0,1952,0.0,Email Bounced,High in Relevance,2,10,2,0,0.9980109910122541,99.8,Hot,17
77e26553-3741-4f64-afc2-662de8a7bf72,Lead Add Form,Reference,1,0.0,1010,0.0,Unknown,High in Relevance,2,10,13,0,0.9975666609189096,99.8,Hot,18
c7e11b7a-37dd-4033-9f52-5bd872a254e3,Lead Add Form,Reference,1,0.0,1168,0.0,Unknown,High in Relevance,2,10,13,0,0.9981762726609934,99.8,Hot,19
4d5d16b2-778c-432b-bfdd-50734c4f8ae1,Lead Add Form,Reference,1,0.0,1261,0.0,Unknown,High in Relevance,2,10,13,0,0.9984611055493224,99.8,Hot,20
8b6918d7-20da-49f3-bd4e-91b67fb09a4a,Landing Page Submission,Referral Sites,1,4.0,1653,2.0,Page Visited on Website,High in Relevance,1,11,10,0,0.9982651585651918,99.8,Hot,21
35c83b23-921f-47da-8a95-5ebab14962ad,Lead Add Form,Reference,1,0.0,1262,0.0,Unknown,High in Relevance,2,10,13,0,0.9984639134014589,99.8,Hot,22
05a31293-dc3c-4791-b560-3079791b955d,API,Google,1,2.0,2170,1.0,SMS Sent,High in Relevance,0,3,12,0,0.9979515342791809,99.8,Hot,23
6e161e2b-6cdf-43e5-ba7f-c2ad4fef9366,Lead Add Form,Reference,1,0.0,1129,0.0,Unknown,High in Relevance,2,10,13,0,0.9980416911702814,99.8,Hot,24
68f496c2-0073-470f-9c3c-7fb48f060ce5,Lead Add Form,Reference,1,0.0,1007,0.0,Unknown,High in Relevance,2,10,13,0,0.9975533047402929,99.8,Hot,25
d34b684a-7d92-4f13-abfb-8a507ce0351c,Lead Add Form,Reference,1,1.0,1397,1.0,SMS Sent,High in Relevance,2,10,12,0,0.9983282886204294,99.8,Hot,26
d3d1bce3-2b15-4f26-aa2d-6ab8cde793ad,Lead Add Form,Reference,1,3.0,1431,1.0,Page Visited on Website,High in Relevance,2,10,10,0,0.9979650154945362,99.8,Hot,27
0fe1b997-2de1-4cfe-a9b3-5db15210e2b7,Lead Add Form,Reference,1,0.0,1252,0.0,Unknown,High in Relevance,2,10,13,0,0.9984356031497729,99.8,Hot,28
59d2f9c6-d03e-4c51-8324-0c76feb19df6,Lead Add Form,Reference,1,0.0,1687,0.0,Unknown,Low in Relevance,2,10,13,1,0.9979939216080296,99.8,Hot,29
c352fd31-b3b6-4a14-a2bf-14f93add350d,Lead Add Form,Reference,1,5.0,1790,1.25,Email Opened,High in Relevance,2,10,5,0,0.9978224200347079,99.8,Hot,30
cfeefb63-0197-42f3-a201-7d444eb079e1,Landing Page Submission,Organic Search,1,4.0,1866,4.0,Unsubscribed,High in Relevance,1,7,15,0,0.998266786672175,99.8,Hot,31
002d933c-cba6-4433-bed5-05e63867ee4f,Lead Add Form,Reference,1,0.0,1010,0.0,Unknown,High in Relevance,2,10,13,0,0.9975666609189096,99.8,Hot,32
3b74e995-4407-44de-9e59-622afb514261,Lead Add Form,Welingak Website,1,0.0,1240,0.0,Unknown,Low in Relevance,2,15,13,1,0.9980476252044221,99.8,Hot,33
574a578c-3aa3-42b7-a6d5-e057ba147875,Lead Add Form,Reference,1,2.0,1548,2.0,Page Visited on Website,High in Relevance,2,10,10,0,0.9979716235364771,99.8,Hot,34
b6a07644-72d3-40b7-9c75-f996c6ee96a0,Lead Add Form,Reference,1,0.0,1070,0.0,Unknown,High in Relevance,2,10,13,0,0.9978190224083323,99.8,Hot,35
fba92322-5104-4ecf-9c2c-346965811250,Lead Add Form,Reference,1,0.0,992,0.0,Unknown,High in Relevance,2,10,13,0,0.9974854189121091,99.7,Hot,36
b1f90f08-8cc5-4e9c-a629-02078ece8999,Lead Add Form,Reference,1,1.0,1770,1.0,Email Link Clicked,High in Relevance,2,10,3,0,0.997070811018474,99.7,Hot,37
8a2b0697-f5cd-4569-9fa0-9639d7bcbe5c,Lead Add Form,Reference,1,0.0,876,0.0,Unknown,High in Relevance,2,10,13,0,0.9968929178085002,99.7,Hot,38
597169d6-a4bb-4efb-807b-17b0fd928492,Lead Add Form,Reference,1,2.0,1194,2.0,SMS Sent,High in Relevance,2,10,12,0,0.9970632999050382,99.7,Hot,39
2ccb407a-1cf0-4231-b15a-7ac8a6ad7f05,Lead Add Form,Reference,1,3.0,1764,3.0,Email Opened,High in Relevance,2,10,5,0,0.9966944449864454,99.7,Hot,40
63ebde80-a465-4cdc-ab5a-5e880a7138b0,Lead Add Form,Reference,1,0.0,986,0.0,Unknown,High in Relevance,2,10,13,0,0.9974577414166701,99.7,Hot,41
bb3840bf-b040-45f3-a494-68927055dbb1,Lead Add Form,Reference,1,0.0,1385,0.0,Unknown,Low in Relevance,2,10,13,1,0.9965198251956495,99.7,Hot,42
a091e50b-361a-4603-a4e7-2fd54a9ee614,Lead Add Form,Welingak Website,1,1.0,846,1.0,Page Visited on Website,High in Relevance,2,15,10,0,0.9974078473738525,99.7,Hot,43
90866f3e-deb3-46d3-9c98-188d4f1ffdeb,Lead Add Form,Reference,1,2.0,961,2.0,Unreachable,High in Relevance,2,10,14,0,0.9965908716508063,99.7,Hot,44
5c053839-badf-4681-9dc8-2c65171ebcec,Lead Add Form,Reference,1,0.0,1995,0.0,Unknown,Might be,2,10,13,2,0.9967574575442177,99.7,Hot,45
73c742d1-ee5b-4bb6-8a01-bd06b47d3a5e,Lead Add Form,Reference,1,3.0,1678,3.0,Email Opened,High in Relevance,2,10,5,0,0.9961335320616012,99.6,Hot,46
a1ed3b8d-ad87-4a32-95f6-c9cce96580e5,Lead Add Form,Reference,1,0.0,1606,0.0,Email Bounced,High in Relevance,2,10,2,0,0.9962612933023378,99.6,Hot,47
d74f797b-96b4-4fa4-a3ad-6d85977ebda0,Lead Add Form,Reference,1,1.0,886,1.0,SMS Sent,High in Relevance,2,10,12,0,0.9957542411409509,99.6,Hot,48
05bdcb28-0e76-4ede-b766-c808488bc422,Lead Add Form,Reference,1,0.0,1313,0.0,Unknown,Low in Relevance,2,10,13,1,0.9960319064485353,99.6,Hot,49
f3d5ea5f-2b94-41c8-9521-91a445380ce8,Lead Add Form,Reference,1,0.0,1835,0.0,Unknown,Might be,2,10,13,2,0.9956598581548058,99.6,Hot,50
93c4a11a-b341-4c5b-8cd9-786307af3d1e,Landing Page Submission,Organic Search,1,11.0,1549,1.57,Olark Chat Conversation,High in Relevance,1,7,9,0,0.9959232011543689,99.6,Hot,51
715cfaae-34b7-4e3c-8368-dfee9fce004e,Lead Add Form,Reference,1,4.0,1101,1.33,Olark Chat Conversation,High in Relevance,2,10,9,0,0.995482894472445,99.5,Hot,52
dedc7800-0ab1-4ffa-a32a-12d2e7606780,Landing Page Submission,Direct Traffic,1,2.0,1818,2.0,SMS Sent,High in Relevance,1,1,12,0,0.9946565493468172,99.5,Hot,53
037b861c-d3a3-4089-96b7-ed40ac5de631,Landing Page Submission,Organic Search,1,3.0,1375,3.0,SMS Sent,High in Relevance,1,7,12,0,0.9947097334886748,99.5,Hot,54
32f3103a-8618-4d68-83a3-c22a67f6995a,Landing Page Submission,Organic Search,1,4.0,1264,2.0,SMS Sent,High in Relevance,1,7,12,0,0.9947501789301629,99.5,Hot,55
e4bc0f65-cafb-4c5d-8dfb-dc28501ed1ff,Landing Page Submission,Organic Search,1,6.0,1713,6.0,SMS Sent,High in Relevance,1,7,12,0,0.9949060320684683,99.5,Hot,56
c62f80aa-8277-4e71-931d-b0baa82bb307,Lead Add Form,Reference,1,0.0,1212,0.0,Unknown,Low in Relevance,2,10,13,1,0.9952306169715915,99.5,Hot,57
a63844a8-e564-4370-b234-7ab45e07d564,Lead Add Form,Reference,1,0.0,1413,0.0,Email Bounced,High in Relevance,2,10,2,0,0.9946869365199679,99.5,Hot,58
5857eeef-41cb-4523-a654-8709f6c8d8c6,Lead Add Form,Reference,1,0.0,1159,0.0,Unknown,Low in Relevance,2,10,13,1,0.9947476676239131,99.5,Hot,59
59996c52-d485-48c6-9777-d8deaec1e4ab,Lead Add Form,Reference,1,0.0,1721,0.0,Unknown,Might be,2,10,13,2,0.9946589878069154,99.5,Hot,60
2c95ac86-9b80-4326-944c-9b69278e6745,Lead Add Form,Reference,1,0.0,1743,0.0,Unknown,Might be,2,10,13,2,0.9948685599234316,99.5,Hot,61
b188ce42-4d14-4a53-80fb-e554ce3959ca,Lead Add Form,Reference,1,0.0,1704,0.0,Unknown,Might be,2,10,13,2,0.9944912337220463,99.4,Hot,62
397aede3-7ce8-40c9-808c-b290df2af480,Lead Add Form,Reference,1,3.0,1076,1.0,Form Submitted on Website,High in Relevance,2,10,7,0,0.9941247658538246,99.4,Hot,63
ca51467b-b562-4db5-8623-6011af18f12e,API,Direct Traffic,1,4.0,1839,2.0,SMS Sent,High in Relevance,0,1,12,0,0.9936978429426941,99.4,Hot,64
0921ad51-b2bc-4abb-bb66-e9357b16c306,API,Olark Chat,1,10.0,1815,3.33,Had a Phone Conversation,High in Relevance,0,6,8,0,0.9938895139896169,99.4,Hot,65
0e6df693-dfaf-49f5-bfd6-0756b13fec35,Landing Page Submission,Direct Traffic,1,2.0,1802,2.0,SMS Sent,High in Relevance,1,1,12,0,0.9944987349935926,99.4,Hot,66
b06332f8-89aa-42de-b568-fd5b7c1c3b85,Lead Add Form,Reference,1,0.0,1620,0.0,Unknown,Might be,2,10,13,2,0.9935822469286927,99.4,Hot,67
1e589cee-4d84-4d7f-a083-c5b951705657,Lead Add Form,Reference,1,0.0,1636,0.0,Unknown,Might be,2,10,13,2,0.9937661877012482,99.4,Hot,68
dabf5fc2-9b78-402f-8c7a-c7ea6c66941f,Landing Page Submission,Google,1,6.0,1803,3.0,Page Visited on Website,High in Relevance,1,3,10,0,0.9938983344196753,99.4,Hot,69
34d53c35-e6ee-4076-90eb-ae0d44064cce,Landing Page Submission,Google,1,6.0,1639,3.0,SMS Sent,High in Relevance,1,3,12,0,0.9937545365505456,99.4,Hot,70
c44f19a4-2060-45b9-ae47-c6b8303f300e,Landing Page Submission,Organic Search,1,4.0,1078,1.33,SMS Sent,High in Relevance,1,7,12,0,0.9935645685589745,99.4,Hot,71
144807db-2895-4002-b52e-3eda79c22395,Lead Add Form,Reference,1,0.0,1111,0.0,Unknown,Low in Relevance,2,10,13,1,0.9942684517160985,99.4,Hot,72
17868ac7-71a8-49a7-8aa0-deea12139b71,Lead Add Form,Reference,1,0.0,1660,0.0,Unknown,Might be,2,10,13,2,0.9940323203927357,99.4,Hot,73
90e1c0f2-a715-4b0d-9e67-a03cce9c12df,Landing Page Submission,Google,1,3.0,1646,3.0,SMS Sent,High in Relevance,1,3,12,0,0.9936720674425963,99.4,Hot,74
5befbbb7-2cf3-4a47-bb6f-086652eb131d,Lead Add Form,Reference,1,0.0,972,0.0,Unknown,Low in Relevance,2,10,13,1,0.992621513631491,99.3,Hot,75
0512b0bd-ff9d-4e1d-8111-21a38758c651,Landing Page Submission,Organic Search,1,3.0,1080,1.5,SMS Sent,High in Relevance,1,7,12,0,0.9933079304179778,99.3,Hot,76
ac3fb028-26b5-42b8-991e-e380733f05ce,Landing Page Submission,Direct Traffic,1,2.0,1666,2.0,SMS Sent,High in Relevance,1,1,12,0,0.992955980288019,99.3,Hot,77
6011ef84-855a-46a9-839d-577f9f5cc2be,Landing Page Submission,Organic Search,1,11.0,1203,1.57,Page Visited on Website,High in Relevance,1,7,10,0,0.9933321302928195,99.3,Hot,78
76640580-cc1e-48d6-8016-2130213e3206,Landing Page Submission,Direct Traffic,1,2.0,1651,2.0,SMS Sent,High in Relevance,1,1,12,0,0.9927614630218767,99.3,Hot,79
27eb6830-bc07-4ce8-9e88-d92dbee7d321,Landing Page Submission,Organic Search,1,8.0,1745,8.0,SMS Sent,High in Relevance,1,7,12,0,0.9929405973586567,99.3,Hot,80
828b5f00-22a4-4fa9-9f69-182bb24d5685,Landing Page Submission,Google,1,2.0,1495,2.0,SMS Sent,High in Relevance,1,3,12,0,0.9931296742662259,99.3,Hot,81
c0721950-20b7-451e-bff3-3e21adb3028f,API,Olark Chat,1,10.0,1290,2.0,SMS Sent,High in Relevance,0,6,12,0,0.992988550285162,99.3,Hot,82
86a57bf2-3880-476d-8cab-58a6439f2da5,API,Google,1,4.0,1850,4.0,SMS Sent,High in Relevance,0,3,12,0,0.9934023792713482,99.3,Hot,83
b23e7096-54b6-49c2-86ab-5064918458b9,API,Organic Search,1,3.0,1358,3.0,SMS Sent,High in Relevance,0,7,12,0,0.9931982921400813,99.3,Hot,84
d16b2446-cc95-4c55-9d81-016b673bfe56,Landing Page Submission,Organic Search,1,4.0,1544,2.0,Email Opened,High in Relevance,1,7,5,0,0.9917444945507292,99.2,Hot,85
551f8c98-65cd-46f3-ae1f-77eef6fe9834,Lead Add Form,Reference,1,1.0,1054,1.0,Email Opened,High in Relevance,2,10,5,0,0.9918132003606528,99.2,Hot,86
edc68842-9a2a-4530-9ed0-a7ce4772478f,API,Google,1,2.0,1395,1.0,SMS Sent,High in Relevance,0,3,12,0,0.9915999740151654,99.2,Hot,87
49e325a1-0a90-4c79-820c-277f942c59b8,Lead Add Form,Reference,1,0.0,1216,0.0,Email Bounced,High in Relevance,2,10,2,0,0.9923996591783727,99.2,Hot,88
9f9fed8b-b08b-4fcb-9530-73e59f948eb1,Landing Page Submission,Google,1,6.0,1712,6.0,Unreachable,High in Relevance,1,3,14,0,0.9924112055179513,99.2,Hot,89
d8d15b44-3e4c-42b0-ae86-b6e9cbac9043,API,Google,1,2.0,1528,2.0,SMS Sent,High in Relevance,0,3,12,0,0.9919362284597449,99.2,Hot,90
18819b16-4a87-4f0c-a615-9641423ff2a5,Lead Add Form,Reference,1,0.0,1469,0.0,Unknown,Might be,2,10,13,2,0.9915580094266708,99.2,Hot,91
915593f3-5db2-4a8f-8f7d-7936f6f00ca1,Lead Add Form,Reference,1,0.0,1525,0.0,Unknown,Might be,2,10,13,2,0.9923736262017472,99.2,Hot,92
400c635a-9b2b-4fda-9d47-6c7059218c72,Lead Add Form,Reference,1,0.0,940,0.0,Unknown,Low in Relevance,2,10,13,1,0.9921802383111621,99.2,Hot,93
0327a12a-51cb-4782-a029-cc824e614833,API,Organic Search,1,7.0,1468,3.5,Page Visited on Website,High in Relevance,0,7,10,0,0.9921710038479781,99.2,Hot,94
ea76c5cd-3498-4f52-93d0-8d8e212836b1,Lead Add Form,Welingak Website,1,0.0,0,0.0,SMS Sent,High in Relevance,2,15,12,0,0.9924243612884647,99.2,Hot,95
81421e3f-04f8-4c6e-a64f-2950883e0630,Landing Page Submission,Direct Traffic,1,4.0,1840,4.0,SMS Sent,High in Relevance,1,1,12,0,0.9924599239747994,99.2,Hot,96
7741a160-f616-4029-ae39-7b2c9dd5a68e,Lead Add Form,Reference,1,0.0,417,0.0,SMS Sent,High in Relevance,2,10,12,0,0.9917818003073079,99.2,Hot,97
44000135-2b46-47c9-a2d0-26f5d3e1ca73,API,Organic Search,1,4.0,1966,2.0,Olark Chat Conversation,Low in Relevance,0,7,9,1,0.9922093515359692,99.2,Hot,98
55e4867b-7f32-4944-b7ef-4727e167b066,Lead Add Form,Welingak Website,1,0.0,0,0.0,SMS Sent,High in Relevance,2,15,12,0,0.9924243612884647,99.2,Hot,99
5566a4c7-b0a4-4460-868e-822dec25937d,Lead Add Form,Welingak Website,1,0.0,0,0.0,SMS Sent,High in Relevance,2,15,12,0,0.9924243612884647,99.2,Hot,100
d8f91286-32ea-469b-819f-36f498c4cfad,API,Organic Search,1,6.0,1201,3.0,SMS Sent,High in Relevance,0,7,12,0,0.9911863196109494,99.1,Hot,101
3126fae7-18eb-41c9-96d9-f485806de032,Landing Page Submission,Organic Search,1,8.0,1485,4.0,Unsubscribed,Low in Relevance,1,7,15,1,0.9905202466501245,99.1,Hot,102
4165f0cf-c3d4-4100-a673-783696387269,Landing Page Submission,Direct Traffic,1,4.0,1503,2.0,SMS Sent,High in Relevance,1,1,12,0,0.9906936235571273,99.1,Hot,103
d74d7137-0628-4952-ad2a-d0d760ab3437,Landing Page Submission,Google,1,4.0,1547,4.0,SMS Sent,High in Relevance,1,3,12,0,0.9908240432986203,99.1,Hot,104
49ce3de5-0035-48f8-afd3-2954fd57aab8,API,Google,1,2.0,1461,2.0,SMS Sent,High in Relevance,0,3,12,0,0.9908945032198413,99.1,Hot,105
75596493-46f4-4864-9f64-3093d7d45dcf,Landing Page Submission,Google,1,5.0,1276,1.67,SMS Sent,High in Relevance,1,3,12,0,0.9906757854883954,99.1,Hot,106
ae86b246-0714-4bee-ae4a-d0c023fb6147,API,Olark Chat,1,2.0,1062,1.0,SMS Sent,High in Relevance,0,6,12,0,0.9907043973705999,99.1,Hot,107
681f609a-e7fb-42b0-a779-431582455c98,Lead Add Form,Reference,1,0.0,1464,0.0,Unknown,Might be,2,10,13,2,0.9914811111059366,99.1,Hot,108
3830dbdd-b294-481f-8548-9478febac48a,API,Google,1,2.0,1488,2.0,SMS Sent,High in Relevance,0,3,12,0,0.9913294497845085,99.1,Hot,109
99cd0a3b-7aa1-4915-a993-b6f2de1b759b,Landing Page Submission,Organic Search,1,11.0,1116,3.67,SMS Sent,High in Relevance,1,7,12,0,0.990958162169132,99.1,Hot,110
c1b12959-1449-43be-8184-cfafe0b11675,Landing Page Submission,Google,1,19.0,1845,2.71,Email Opened,High in Relevance,1,3,5,0,0.9905276403619254,99.1,Hot,111
45dcb4d2-6f44-4ec9-a972-b1718918f143,Landing Page Submission,Google,1,4.0,1696,4.0,Page Visited on Website,High in Relevance,1,3,10,0,0.9907876250814642,99.1,Hot,112
4ed791a3-6b73-4d57-846f-f7add0b6e81f,Landing Page Submission,Direct Traffic,1,4.0,1530,2.0,SMS Sent,High in Relevance,1,1,12,0,0.9911380798194319,99.1,Hot,113
fc37bbbb-e1e4-4ed7-8867-496afa31fb85,API,Organic Search,1,7.0,987,1.17,SMS Sent,High in Relevance,0,7,12,0,0.9910723982602709,99.1,Hot,114
1ffa344a-1c2b-440d-9101-43f167599691,Lead Add Form,Reference,1,0.0,266,0.0,Unknown,High in Relevance,2,10,13,0,0.9905778676042912,99.1,Hot,115
f33166e8-d8d3-4e8c-b9d0-8a1922c35910,Lead Add Form,Reference,1,1.0,938,1.0,Email Opened,High in Relevance,2,10,5,0,0.9898977121193906,99.0,Hot,116
24754311-8e34-457a-88ab-e34773ebf8e6,Landing Page Submission,Google,1,3.0,1399,3.0,SMS Sent,High in Relevance,1,3,12,0,0.9900939442297353,99.0,Hot,117
9a79f56e-389f-4ff7-aa62-c98c0670af9d,Landing Page Submission,Google,1,4.0,1500,4.0,SMS Sent,High in Relevance,1,3,12,0,0.9900085519459559,99.0,Hot,118
3d7b39fc-ef50-4acd-9a81-18fbd5af4be2,Landing Page Submission,Google,1,3.0,1381,3.0,SMS Sent,High in Relevance,1,3,12,0,0.9897657698643004,99.0,Hot,119
a6d4bded-ecc2-4802-9449-09091baad4ee,Landing Page Submission,Google,1,3.0,1379,3.0,SMS Sent,High in Relevance,1,3,12,0,0.9897286483181795,99.0,Hot,120
5da64b7b-6302-45da-8462-872cc3cadd6a,Lead Add Form,Reference,1,0.0,781,0.0,Unknown,Low in Relevance,2,10,13,1,0.9895683945071873,99.0,Hot,121
bf4a03bc-b747-45a6-a6b5-659afa3bf3ac,Lead Add Form,Welingak Website,1,1.0,1232,1.0,Page Visited on Website,Might be,2,15,10,2,0.9897396382159059,99.0,Hot,122
52a3d5c4-7a0d-44f2-85a9-1a62d81cb44a,Lead Add Form,Reference,1,7.0,1052,2.33,Email Opened,High in Relevance,2,10,5,0,0.9898150291782778,99.0,Hot,123
dc141c41-968c-4d33-9cc1-fc4d7d7aa75c,Landing Page Submission,Direct Traffic,1,7.0,1500,2.33,SMS Sent,High in Relevance,1,1,12,0,0.990258189048742,99.0,Hot,124
f45f8039-d948-4004-9e1b-c56efbab9747,Landing Page Submission,Google,1,21.0,1885,3.5,Email Opened,High in Relevance,1,3,5,0,0.9898564379946985,99.0,Hot,125
b3af7901-09d8-49b7-803f-1cd1e1e8878a,Lead Add Form,Reference,1,0.0,1193,0.0,Approached upfront,High in Relevance,2,10,0,0,0.9895777473325233,99.0,Hot,126
149ea70e-6f74-4c23-8102-ff16b27d6b13,Lead Add Form,Reference,1,0.0,803,0.0,Unknown,Low in Relevance,2,10,13,1,0.9899756996674699,99.0,Hot,127
3441441c-4cb1-4acd-b7b4-9dda679a30d9,API,Organic Search,1,3.0,2253,3.0,Email Opened,Low in Relevance,0,7,5,1,0.9901282050488686,99.0,Hot,128
7ec55e1d-0868-4812-99ed-474f03ed35e8,Lead Add Form,Unknown,1,0.0,0,0.0,SMS Sent,High in Relevance,2,13,12,0,0.9894110610150086,98.9,Hot,129
eb2aecac-f1ef-4480-a437-7790c59028f0,Landing Page Submission,Organic Search,1,14.0,1495,7.0,Page Visited on Website,High in Relevance,1,7,10,0,0.9886441018617435,98.9,Hot,130
6ba08215-2d9c-4fdf-baef-73586fd7d630,Landing Page Submission,Google,1,3.0,1329,3.0,SMS Sent,High in Relevance,1,3,12,0,0.9887560643402842,98.9,Hot,131
e0d39ba4-9654-4b37-8d70-eee4699cc081,API,Google,1,6.0,1352,2.0,SMS Sent,High in Relevance,0,3,12,0,0.9892817807916845,98.9,Hot,132
bcfdd00e-99d2-4be1-b09b-a6260a63dade,Lead Add Form,Unknown,1,0.0,0,0.0,SMS Sent,High in Relevance,2,13,12,0,0.9894110610150086,98.9,Hot,133
a589e5e3-6c7c-421b-a2f9-e43210df8ae2,Landing Page Submission,Organic Search,1,5.0,1207,5.0,SMS Sent,High in Relevance,1,7,12,0,0.9894652746284515,98.9,Hot,134
99e07a6e-5071-4211-bef3-f3b322effe6a,Lead Add Form,Unknown,1,0.0,0,0.0,SMS Sent,High in Relevance,2,13,12,0,0.9894110610150086,98.9,Hot,135
99bc24d5-cd9c-4f70-a4b7-b2c5d3da56d7,Lead Add Form,Reference,1,0.0,205,0.0,Unknown,High in Relevance,2,10,13,0,0.9894774231413487,98.9,Hot,136
1f691d7c-ccdb-467c-9302-30e8af12688a,Lead Add Form,Unknown,1,0.0,0,0.0,SMS Sent,High in Relevance,2,13,12,0,0.9894110610150086,98.9,Hot,137
4a959213-0cef-4b5f-bab0-9198557b5d8f,Lead Add Form,Unknown,1,0.0,0,0.0,SMS Sent,High in Relevance,2,13,12,0,0.9894110610150086,98.9,Hot,138
30777bd3-6726-430f-a845-b5e63574ce27,Landing Page Submission,Organic Search,1,13.0,1311,1.86,Email Opened,High in Relevance,1,7,5,0,0.9886678709754418,98.9,Hot,139
96a0b271-27a6-440d-bd1a-78e6e35a604a,Lead Add Form,Reference,1,0.0,1113,0.0,Approached upfront,High in Relevance,2,10,0,0,0.9879552627702668,98.8,Hot,140
9a02fe20-be3d-4a67-a7a5-e8ce6ae0393c,Landing Page Submission,Organic Search,1,7.0,1471,3.5,Email Opened,High in Relevance,1,7,5,0,0.9876046030797966,98.8,Hot,141
5cb323d5-d463-4ce1-90f9-aaf2c0b1d669,Landing Page Submission,Direct Traffic,1,10.0,1619,3.33,Page Visited on Website,High in Relevance,1,1,10,0,0.9877099583462902,98.8,Hot,142
6f2ca9ae-1ed2-44be-b852-c74e3556d4dc,Landing Page Submission,Google,1,5.0,1397,2.5,Page Visited on Website,High in Relevance,1,3,10,0,0.9883742582532088,98.8,Hot,143
220d9a51-1bf7-4c0e-b3c3-708523aa7f76,Landing Page Submission,Direct Traffic,1,2.0,1386,2.0,SMS Sent,High in Relevance,1,1,12,0,0.9882996589518043,98.8,Hot,144
5bbdf6c4-f0e7-4fb4-83f5-9686b92d1ac1,Landing Page Submission,Google,1,5.0,1715,1.67,SMS Sent,Low in Relevance,1,3,12,1,0.988155365796091,98.8,Hot,145
3acc1a20-3f8d-4f51-9355-0106187aa723,Landing Page Submission,Google,1,3.0,1839,3.0,Email Opened,High in Relevance,1,3,5,0,0.9883599154538865,98.8,Hot,146
3a0ce10f-d2c1-4213-a2bc-4f97bcd29699,Lead Add Form,Reference,1,0.0,705,0.0,Unknown,Low in Relevance,2,10,13,1,0.9880312995907012,98.8,Hot,147
4a3a8267-5376-473d-bf66-47211877a7e2,Landing Page Submission,Organic Search,1,5.0,1406,2.5,Email Opened,High in Relevance,1,7,5,0,0.9883853452943628,98.8,Hot,148
